id_number,Finished,Progress,Duration,Year,Month,Day,adults,children,postcode,exp_house_inc_2021,work_mood_2019,work_mood_2020,avg_work_hour_2019,avg_work_hour_2020,TDW_2019,EM_2019,EE_2019,LT_2019,ON_2019,TDW_2020,EM_2020,EE_2020,LT_2020,ON_2020,work_stability_2019,work_stability_2020,comfortable_2019,lonely_2019,active_2019,connected_2019,peaceful_2019,chaotic_2019,comfortable_2020,lonely_2020,active_2020,connected_2020,peaceful_2020,chaotic_2020,mental_cond_2019,mental_cond_2020,age_group,new_house_inc_2019,new_house_inc_2020
443,1,100,2409.407287051807,2021,1,1,3,0,3021,126072.65394294701,6,1,6,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,1,0,0,1,0,1,2,3,"(48.4,61.6]",93354.01072699751,78337.11311313628
444,1,100,1141.5079429293646,2021,1,6,1,0,3112,62606.03742483415,4,6,6,6,1,0,1,0,0,1,1,0,1,0,1,4,1,0,1,1,0,0,1,0,0,0,0,0,1,1,"(61.6,74.8]",123340.07796234405,153440.1531602907
445,1,100,4377.653426804124,2021,2,1,3,1,3036,126971.98706823008,6,5,6,6,1,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,2,3,"(35.2,48.4]",106312.62248562076,0
446,1,100,3883.059697043524,2021,1,13,2,0,3122,0,6,6,6,1,1,0,0,1,0,0,0,0,1,0,1,4,1,0,1,0,0,1,0,0,0,1,0,1,3,3,"(35.2,48.4]",195368.66309904007,0
447,0,93.5,NA,NA,NA,NA,4,0,3060,186303.43673524854,5,1,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,1,1,0,0,0,1,0,0,1,1,1,3,NA,"(61.6,74.8]",213792.6083489849,78347.25657024486
448,1,100,311.03950720053393,2021,1,30,3,1,3066,114087.52423246112,2,6,2,2,0,0,1,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,0,1,1,1,"(61.6,74.8]",63645.10700227892,0
449,1,100,911.0238904471461,2021,1,10,2,-0,3183,125264.02739634723,2,6,6,3,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,"(61.6,74.8]",163607.07800164836,142911.66692903318
450,1,100,6860.8061938178325,2021,1,16,3,0,3153,123265.53533866865,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0,0,0,0,1,2,1,"(35.2,48.4]",94809.37310445216,0
451,1,100,532.2946254618222,2021,1,10,1,-0,3138,55209.64488602159,2,2,6,3,1,1,0,0,1,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,3,"(48.4,61.6]",76312.77562020038,162786.4255519252
452,1,100,586.3585434720533,2021,1,17,2,2,3052,98718.10483016407,5,6,4,4,1,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"(35.2,48.4]",46345.715429063566,83221.91822563487
453,1,100,320.0474989784543,2021,1,13,2,0,3126,165957.38272787665,2,6,6,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,3,"(48.4,61.6]",105534.82409099389,52293.57691695346
454,1,100,1417.1713853562715,2021,1,5,3,-0,3119,57876.01506317391,6,6,6,3,1,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,1,"(35.2,48.4]",115798.80823557355,0
455,1,100,190.1955431893037,2021,1,30,1,1,3069,113385.21370610669,5,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,1,0,1,2,3,"(35.2,48.4]",67666.25705979041,65419.80235843368
456,1,100,1140.7567619153963,2021,1,22,4,1,3020,49557.646670900576,2,1,6,1,1,0,0,1,0,NA,NA,NA,NA,NA,3,NA,1,0,0,0,1,0,1,0,0,1,0,1,1,1,"(21.9,35.2]",184069.78974000912,0
457,1,100,596.6524067362219,2021,1,29,3,-0,3123,204247.20528718515,2,2,6,1,1,0,0,1,0,1,0,0,0,0,1,4,1,0,1,1,1,1,0,0,0,0,0,0,1,3,"(21.9,35.2]",147348.07745754736,59263.65659581409
458,1,100,263.9433950786188,2021,1,25,2,0,3170,85733.45616442066,2,6,6,6,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,1,1,"(48.4,61.6]",72804.8856561919,104336.1713300461
459,1,100,1355.0336613503773,2021,1,18,2,1,3090,0,2,3,6,1,1,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,"(48.4,61.6]",92269.42884948052,126084.09876604509
460,1,100,1775.6807204991858,2021,1,8,3,3,3166,83919.45830299101,6,6,6,2,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,1,1,1,"(61.6,74.8]",88258.03224891402,170980.6739268306
461,1,100,245.79648364668603,2021,1,30,2,2,3041,141934.3815158355,6,2,6,2,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,2,"(35.2,48.4]",122960.1398056311,78022.24828191329
462,1,100,3675.714389651921,2021,1,29,2,2,3155,0,5,1,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,1,0,1,0,0,1,1,3,"(61.6,74.8]",119991.98399745578,126335.31822047781
463,1,100,367.3419718169794,2021,1,20,4,0,3056,103740.02998656614,6,6,6,4,1,0,1,0,0,1,0,0,1,0,1,2,0,1,1,0,0,0,1,0,0,1,1,1,3,1,"(61.6,74.8]",160550.363522841,78844.15327060393
464,1,100,132.0479983084059,2021,1,4,3,2,3189,206000.1915703955,3,6,6,1,0,0,0,1,0,0,0,0,1,0,1,4,1,0,1,0,1,0,0,0,0,1,0,0,3,3,"(35.2,48.4]",272277.3855746807,131022.9271214801
465,1,100,777.7465783711424,2021,1,8,4,1,3056,113648.865349188,3,4,2,1,1,1,0,0,0,0,1,0,0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,2,"(48.4,61.6]",61467.498293865974,118069.65042702775
466,1,100,542.606871850319,2021,1,16,2,2,3117,128492.93758127009,4,2,5,6,1,0,1,0,0,0,0,0,1,0,3,4,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"(48.4,61.6]",120825.73831678375,0
467,1,100,1423.7044916213945,2021,1,16,3,1,3194,106730.21641518595,4,1,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,4,NA,0,0,1,1,0,0,0,0,0,0,0,1,1,1,"(48.4,61.6]",58513.312732352155,102458.28575637647
468,1,100,867.5106029518294,2021,1,22,2,2,3050,91999.85363649583,6,1,6,1,1,0,1,1,0,NA,NA,NA,NA,NA,1,NA,0,0,0,1,0,0,1,0,0,1,0,1,1,1,"(61.6,74.8]",93639.91420084139,100610.37617466119
469,1,100,209.6607027611347,2021,1,8,4,1,3038,96174.80311701036,2,2,6,6,0,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,1,1,1,0,0,0,0,1,1,2,"(48.4,61.6]",74784.65245474128,176357.94861251983
470,1,100,640.4725832761222,2021,1,20,3,0,3137,103827.53944605324,2,6,3,4,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,2,3,"(35.2,48.4]",74293.41950521395,163376.98552441737
471,1,100,194.98685278267655,2021,1,14,2,0,3129,118987.64616931367,3,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,2,2,"(48.4,61.6]",87816.70620907961,97016.73741610319
472,1,100,1015.3172864030399,2021,1,16,2,-0,3204,106625.23152986194,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,"(35.2,48.4]",75009.23094541921,78950.83422528545
473,1,100,2469.7676226263175,2021,1,5,2,3,3080,0,6,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,1,0,0,0,1,0,0,1,1,"(35.2,48.4]",120984.11159384363,111473.38209154445
474,1,100,538.7408016316596,2021,1,23,2,0,3186,93096.73649881338,2,6,6,3,1,0,0,0,0,1,0,0,1,0,1,3,1,0,1,0,0,1,0,0,0,0,0,1,3,3,"(48.4,61.6]",145819.61097788447,0
475,1,100,838.6666414351927,2021,1,10,2,1,3036,75947.86757438771,5,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,0,1,0,0,0,0,0,3,3,"(35.2,48.4]",89622.99982125402,115727.88053325443
476,0,49.5,NA,NA,NA,NA,2,1,3139,107823.81410282102,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(61.6,74.8]",116700.2077832882,0
477,1,100,572.3316848189917,2021,1,4,1,2,3165,78095.31251815404,3,6,2,4,1,0,0,0,1,1,0,0,1,1,1,3,0,0,1,1,1,0,0,0,0,1,0,0,1,1,"(35.2,48.4]",127094.20195316331,0
478,1,100,534.2443239503297,2021,1,29,1,1,3200,0,6,1,6,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,1,0,0,1,0,0,1,3,"(48.4,61.6]",104677.58660075015,147701.1157833095
479,1,100,647.7897221489783,2021,1,2,2,1,3113,161251.9984398498,3,5,6,6,1,1,0,1,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,"(48.4,61.6]",66597.44753718861,136299.35487169554
480,1,100,328.31039279181357,2021,1,9,4,1,3041,82872.80968928861,5,2,6,6,1,0,0,0,0,0,0,1,1,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,2,2,"(48.4,61.6]",76978.39857500963,150871.19105686696
481,1,100,174.4552544501091,2021,1,11,1,0,3037,157709.6264070833,4,2,6,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1,0,0,0,0,1,0,1,1,3,"(48.4,61.6]",75950.10627730239,94929.60015061352
482,1,100,281.0875663176347,2021,1,24,2,-0,3096,75602.25127195127,2,3,6,2,1,0,0,0,0,1,0,1,1,1,2,4,0,0,0,0,1,0,1,0,0,1,0,1,1,2,"(35.2,48.4]",157902.1519760979,158334.4913080435
483,1,100,346.3445330536254,2021,1,16,2,2,3172,123451.38503339974,6,6,6,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,3,"(35.2,48.4]",63535.09130472531,83009.69421418411
484,1,100,139.46053344111175,2021,1,6,1,0,3198,65211.06038588719,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,1,0,0,0,0,0,1,0,0,0,0,0,3,1,"(48.4,61.6]",144341.34051663394,88380.18878209608
485,1,100,799.6671657367906,2021,1,17,2,3,3158,104957.11592765476,3,6,4,4,1,0,0,1,0,0,1,0,0,0,2,4,0,0,1,0,1,0,0,0,0,1,0,0,1,2,"(48.4,61.6]",117852.1342465388,0
486,1,100,3038.818677303479,2021,1,15,2,1,3092,137145.53680331932,6,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,1,0,0,1,0,0,1,1,"(48.4,61.6]",200924.80235124208,83885.74665364849
487,1,100,1208.6389535155456,2021,1,31,3,0,3147,156860.2549411854,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,0,1,1,0,1,1,1,0,1,0,0,1,2,"(35.2,48.4]",130541.50044947589,116420.2025166052
488,1,100,492.33908205113846,2021,1,25,2,2,3130,109043.4786764528,2,3,6,3,1,0,1,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,1,0,0,0,0,1,1,2,"(35.2,48.4]",186823.74962305132,202985.60237799922
489,1,100,720.7062291305324,2021,1,10,1,1,3207,150236.53398115226,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,1,0,1,0,0,1,0,1,1,2,"(48.4,61.6]",96538.19544769575,67525.25088319209
490,1,100,138.89797845923684,2021,1,24,2,1,3091,186892.2133071095,5,6,6,1,1,0,0,0,0,0,0,0,1,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,3,1,"(48.4,61.6]",125564.10924046637,142913.60603903997
491,1,100,618.3768695020256,2021,1,22,1,0,3095,145243.38985706752,2,6,5,5,1,1,0,1,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,3,3,"(48.4,61.6]",183397.71711334633,74212.90275567284
492,1,100,508.1429791326983,2021,1,24,1,0,3207,120321.49859921516,6,2,6,6,1,0,0,0,0,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,2,1,"(35.2,48.4]",107166.37157105106,108313.16367855703
493,1,100,3319.1630823100886,2021,1,5,2,1,3004,215597.59921948047,4,6,6,6,1,0,0,1,0,0,0,0,1,0,2,4,0,0,0,1,0,0,0,0,0,1,0,0,2,1,"(35.2,48.4]",132778.88427038,119797.8339969628
494,1,100,1248.9697153431173,2021,1,16,2,1,3059,86363.56252014435,6,2,6,4,1,0,1,0,1,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"(35.2,48.4]",120941.04665959475,112375.33080090575
495,1,100,2488.215276093879,2021,1,25,2,1,3079,86096.39463177964,2,1,6,6,1,0,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1,2,1,"(61.6,74.8]",152654.81695396444,146615.84476450083
496,1,100,176.9303063010306,2021,1,8,2,0,3000,104396.35380876287,5,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,1,NA,0,1,0,0,1,0,1,0,0,1,0,0,2,2,"(61.6,74.8]",123740.53817476249,0
497,1,100,496.3209451175703,2021,1,25,3,1,3080,175040.00863325747,3,6,1,3,1,0,0,1,0,1,0,0,1,0,4,2,1,0,1,0,1,0,1,1,0,0,0,1,2,3,"(35.2,48.4]",117792.75658497594,198344.70304782246
498,1,100,2834.7148845530337,2021,1,26,2,2,3034,194219.45532543038,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,0,0,0,0,1,1,0,0,1,1,0,1,3,2,"(35.2,48.4]",75239.78566853472,0
499,1,100,1021.5384497090774,2021,1,1,4,1,3150,87521.95627326099,4,1,2,1,0,1,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,1,0,0,1,0,0,1,2,"(48.4,61.6]",52671.502643042164,96623.59233099985
500,1,100,1147.417081855809,2021,1,14,2,1,3146,142410.1312735918,2,3,6,5,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,1,2,1,"(35.2,48.4]",49895.620137125596,0
501,1,100,408.27771410730867,2021,1,14,1,1,3184,114276.87395648923,6,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,1,0,0,0,1,1,3,3,"(35.2,48.4]",123487.68408959506,82104.19154773466
502,1,100,1707.595506507126,2021,1,9,1,2,3108,131871.99985891324,5,2,2,6,1,0,0,0,0,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,"(48.4,61.6]",57064.54572719293,0
503,1,100,3010.4476970295427,2021,1,15,2,1,3187,98018.52710942453,2,6,6,1,1,0,0,0,0,0,0,0,1,0,2,4,1,0,1,0,1,1,1,0,0,1,1,0,3,2,"(35.2,48.4]",77413.177585389,115441.35256848646
504,1,100,2701.299003927018,2021,1,21,5,1,3156,0,2,4,6,1,1,0,0,0,1,1,1,0,1,0,1,4,0,0,1,0,0,0,1,0,0,1,0,0,1,2,"(61.6,74.8]",76616.80824267771,131967.45087609117
505,1,100,459.39479027827514,2021,1,28,3,-0,3033,129948.48527860697,2,6,5,6,1,1,0,0,0,1,0,0,1,0,1,4,1,0,0,1,0,0,0,0,1,0,0,0,1,2,"(61.6,74.8]",147486.90345821006,170667.06634495556
506,1,100,122.78763952645974,2021,1,7,3,0,3108,163271.3677867279,2,1,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,0,0,1,1,0,0,1,0,0,1,0,0,1,2,"(61.6,74.8]",137643.51320521435,120640.75049986478
507,1,100,2210.3999389089263,2021,1,29,1,1,3084,86490.53183628064,2,6,2,4,1,0,0,0,1,1,0,0,1,0,3,2,0,1,1,0,0,0,0,1,0,0,1,0,1,2,"(48.4,61.6]",47559.93102757283,116881.68249236554
508,1,100,1816.124327091836,2021,1,1,2,2,3196,119293.53913477446,2,5,6,1,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,1,0,0,0,0,1,0,0,2,3,"(48.4,61.6]",167207.7389087961,87860.37728016022
509,1,100,288.7072806064479,2021,1,18,2,0,3065,0,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,1,1,1,1,0,1,0,0,0,0,1,1,3,"(48.4,61.6]",81295.16773879828,144620.48081813974
510,1,100,2682.7335737343637,2021,1,4,3,2,3093,94709.42606189377,3,6,6,6,1,0,1,0,0,1,0,0,1,0,2,4,1,0,1,1,0,0,1,0,0,1,1,0,2,2,"(48.4,61.6]",40972.00263660212,123960.67422039855
511,1,100,256.00848843351787,2021,1,1,3,0,3018,175105.24057398544,2,6,3,1,0,0,1,0,0,1,0,0,0,0,1,4,1,0,1,1,1,1,1,1,0,1,0,1,3,2,"(35.2,48.4]",200536.79759093033,210756.50589689438
512,1,100,571.7831511680664,2021,1,8,1,1,3078,0,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,3,NA,1,0,1,0,0,0,1,0,0,1,1,1,2,1,"(35.2,48.4]",207465.51300369768,0
513,1,100,1540.1690941033887,2021,1,1,1,2,3199,96788.95225393769,3,6,3,5,1,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,1,0,0,0,0,1,0,0,2,1,"(48.4,61.6]",184458.3639012984,168219.3087574554
514,1,100,175.3852014653304,2021,1,17,2,1,3142,167938.75904734846,2,6,6,1,1,0,1,0,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,"(48.4,61.6]",130580.0382419604,NA
515,1,100,233.88669603596918,2021,1,17,2,1,3032,130530.11055699033,4,1,5,1,1,1,0,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,0,0,0,1,0,0,1,0,0,2,2,"(35.2,48.4]",215348.19636079881,160077.5415669803
516,1,100,1308.8383607584167,2021,1,4,2,3,3177,131564.4732094502,6,6,6,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,"(48.4,61.6]",137701.50555090164,160939.02921881506
517,1,100,889.2432983693191,2021,1,17,2,1,3082,140929.05703743934,5,6,6,1,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,"(61.6,74.8]",125814.32837275381,0
518,1,100,312.089497108297,2021,1,27,1,2,3051,212130.34734399692,5,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,3,NA,0,0,1,0,0,0,0,0,0,1,0,0,2,1,"(48.4,61.6]",127693.8317843688,0
519,1,100,388.5045532515448,2021,1,31,3,1,3134,207712.59520331197,2,1,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,1,1,0,0,0,0,0,0,0,0,1,2,2,"(48.4,61.6]",155783.04745058448,197342.55434859954
520,1,100,3769.1864403452196,2021,1,10,1,0,3147,95943.99574920535,2,1,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,2,NA,1,0,1,0,0,0,0,0,0,1,0,1,1,3,"(48.4,61.6]",112577.82444647087,163939.60267468065
521,1,100,814.0566250428459,2021,1,4,1,0,3058,211512.8637912343,4,1,6,1,0,0,1,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,0,1,1,0,0,1,0,1,2,2,"(35.2,48.4]",132383.74098831957,NA
522,1,100,596.4411470322017,2021,1,19,3,1,3183,224135.42793662864,5,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,1,0,0,0,0,1,1,0,1,1,"(35.2,48.4]",81720.91171308538,118623.61878096743
523,1,100,2689.434511770844,2021,1,27,1,2,3155,102855.76952362458,6,6,5,5,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,"(61.6,74.8]",61238.59163474818,215595.0407036921
524,1,100,39.31416449041892,2021,1,11,1,2,3080,133736.96547967393,2,1,6,6,1,0,1,0,0,0,1,0,1,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,2,1,"(48.4,61.6]",61719.093578515225,164208.36132936727
525,1,100,137.2694658333372,2021,1,3,1,1,3026,106681.3902053443,2,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,1,1,"(48.4,61.6]",117391.46499323813,74023.9516309215
526,1,100,735.9341752545743,2021,1,21,3,2,3107,188678.1281088332,2,2,5,6,0,0,0,0,0,0,0,0,1,1,3,3,1,0,1,0,1,0,1,0,0,1,0,1,1,1,"(48.4,61.6]",146410.54880999238,0
527,1,100,805.8320673029792,2021,1,12,3,2,3168,65837.4775631996,3,6,6,1,1,0,0,0,1,1,0,0,1,0,1,3,1,0,1,0,0,0,0,0,0,1,1,0,3,2,"(35.2,48.4]",73462.0848748847,81817.23801449969
528,1,100,471.7529630652489,2021,1,22,1,-0,3066,131413.3928660066,2,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,3,NA,1,0,1,1,1,0,0,0,0,1,1,1,2,1,"(35.2,48.4]",131570.12208468415,152359.05915462997
529,1,100,297.8584086725796,2021,1,1,3,1,3195,97906.58798222689,6,6,6,6,1,0,0,0,1,0,0,0,1,0,1,2,1,0,1,0,1,0,1,0,0,1,0,1,3,1,"(48.4,61.6]",130384.51330066573,0
530,1,100,1815.0078508065849,2021,1,26,3,1,3024,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,"(48.4,61.6]",61171.25888158879,126880.36162969956
531,1,100,357.3920172717079,2021,1,4,3,2,3185,0,1,2,4,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,3,3,"(48.4,61.6]",112661.02916297113,95394.89115729844
532,1,100,622.7677891789509,2021,1,22,1,1,3119,68303.29388679043,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"(21.9,35.2]",129237.23344537526,144336.6333941331
533,1,100,204.4486245170163,2021,1,25,4,2,3092,113918.70563712523,2,6,6,3,0,0,0,1,0,0,0,0,1,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,3,3,"(35.2,48.4]",100957.65291231373,210307.18303839353
534,1,100,226.85007288570296,2021,1,18,1,2,3140,116005.38538611037,2,6,6,6,1,0,0,0,0,0,0,0,1,0,2,3,1,0,1,0,0,0,1,0,0,1,1,0,2,2,"(21.9,35.2]",35659.83627073128,119975.26774581292
535,1,100,2851.622431673089,2021,1,18,1,1,3144,119078.76115679216,6,6,6,1,0,0,0,1,1,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,1,1,0,2,2,"(48.4,61.6]",186219.70041620688,0
536,1,100,371.720617030356,2021,1,18,2,-0,3055,183233.77180257963,4,6,4,6,1,0,1,0,0,0,0,0,1,0,2,4,0,0,1,0,1,0,0,0,0,1,0,0,1,1,"(48.4,61.6]",123750.50455374693,77329.36471531494
537,1,100,364.46711742361066,2021,1,19,2,2,3120,243712.7107924737,2,6,1,2,0,0,0,0,0,0,0,0,1,0,1,4,1,0,1,0,0,1,1,0,1,1,0,0,1,1,"(48.4,61.6]",95065.54226513843,96502.39340719357
538,1,100,2598.8660373411167,2021,1,8,1,2,3040,100564.91120467678,2,6,4,1,1,0,0,1,0,0,0,0,1,0,1,3,0,0,1,1,0,1,0,0,0,1,0,1,1,1,"(48.4,61.6]",83954.97878562193,168322.3133382011
539,1,100,230.33096004387951,2021,1,7,2,2,3148,74558.27633997923,2,1,6,1,1,1,0,0,1,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,1,1,0,0,1,0,1,1,2,"(48.4,61.6]",116111.59649790105,0
540,1,100,2217.238227737297,2021,1,4,1,0,3050,84071.82916631154,2,3,6,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,1,0,0,1,3,"(35.2,48.4]",177447.17883579026,263301.8045788074
541,1,100,1456.539630729578,2021,1,5,3,2,3156,122044.80386257012,2,1,6,1,1,0,1,0,1,NA,NA,NA,NA,NA,4,NA,0,0,1,1,0,0,1,0,0,0,0,1,1,1,"(35.2,48.4]",173974.66408883355,92961.7004490401
542,1,100,243.46548523014846,2021,1,29,1,-0,3095,115108.58798417234,2,2,2,6,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,"(35.2,48.4]",174349.1421295022,74540.21050446032
543,1,100,272.7218482285529,2021,1,13,2,2,3067,106936.58808548073,2,6,6,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,3,"(21.9,35.2]",92685.99652212267,236554.61251909626
544,1,100,488.4766367021162,2021,1,15,1,1,3142,78325.10264821905,4,1,6,6,0,0,0,0,0,1,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,1,0,1,1,3,"(48.4,61.6]",71315.75986832114,168522.0433799772
545,1,100,725.4986224557149,2021,1,14,3,1,3197,0,2,1,3,1,1,0,0,1,0,NA,NA,NA,NA,NA,3,NA,1,0,1,0,0,0,0,0,0,0,0,0,1,3,"(21.9,35.2]",117223.52322624139,0
546,1,100,764.7537499916921,2021,1,5,1,0,3089,79515.7333895055,4,6,6,1,1,0,0,0,0,1,0,1,1,0,1,2,1,1,1,1,0,0,1,0,1,1,0,0,2,1,"(61.6,74.8]",194165.9774605777,146944.71881466208
547,1,100,2547.433649014974,2021,1,15,2,1,3149,173790.94140930692,4,1,3,1,1,0,1,1,0,NA,NA,NA,NA,NA,3,NA,1,0,1,0,1,0,0,0,0,0,0,0,1,2,"(48.4,61.6]",216906.5722522908,145691.66975977118
548,1,100,629.1958352432875,2021,1,16,1,2,3005,91937.96517754343,2,6,6,6,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1,3,1,"(35.2,48.4]",72119.38750561129,225486.70795559752
549,1,100,1728.6668392642741,2021,1,31,3,3,3115,0,2,2,6,1,1,0,0,0,0,0,0,0,1,1,4,3,0,0,1,0,1,1,1,0,1,1,0,0,3,1,"(35.2,48.4]",142001.23256325594,114148.62137936727
550,1,100,166.01749645941152,2021,1,24,2,2,3048,241589.86859691385,5,1,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,0,0,0,0,0,0,0,0,0,1,0,0,2,3,"(48.4,61.6]",107797.48829986536,0
551,1,100,320.6013431886283,2021,1,8,2,1,3071,151554.43965795776,2,4,4,1,1,0,0,1,0,0,0,0,1,0,2,3,1,0,1,1,0,0,1,0,0,0,0,0,2,2,"(61.6,74.8]",82411.94421295568,130866.47451505813
552,1,100,174.23216116923314,2021,1,5,3,3,3039,134890.0493482625,2,6,6,2,1,0,0,0,1,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,0,1,0,1,1,1,"(61.6,74.8]",96822.366633491,0
553,1,100,384.0115108948081,2021,1,1,2,1,3053,155106.74065881193,5,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,1,3,3,"(48.4,61.6]",118891.08362665167,92563.9811094121
